gene_symbol,Zmynd8
mouse_life_stage,Early adult
parameter_name,CD11b-low cDC - % of CD45+
parameter_id,MGP_IMM_130_001
analysis_id,1qs4r9sthi89028
pvalue,0.07207007
mouse_strain,129SV
gene_accession_id,MGI:1918025
