mouse_life_stage,Late adult
pvalue,0.570123
parameter_id,MGP_IMM_033_001
analysis_id,7961i15w0193plg
mouse_strain,C57BL
gene_symbol,Snap23
gene_accession_id,MGI:109356
parameter_name,Total NK cells - % of CD45+
