parameter_id,IMPC_XRY_059_001
gene_symbol,Rnf114
analysis_id,j8ppn4272mx118q
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.05612967
parameter_name,Shape of ribcage
gene_accession_id,MGI:1933159
