gene_symbol,Eprs1
analysis_id,kehua8o42g0lw73
parameter_id,IMPC_XRY_067_001
mouse_life_stage,E12.5
pvalue,0.09015412
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_name,Caudal processes
