parameter_id,MGP_PBI_011_001
gene_symbol,Dhdds
analysis_id,f258837czq120m9
gene_accession_id,MGI:1914672
pvalue,0.7177935
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,KLRG1+ mature NK cell percentage
