gene_symbol,Mms22l
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
pvalue,0.3502836
parameter_id,JAX_OFD_021_001
mouse_strain,C57BL
parameter_name,Number of rears - total
analysis_id,mt1594q89h0l0ls
