gene_symbol,Sgip1
pvalue,0.5844234
parameter_name,30kHz-evoked ABR Threshold
mouse_strain,C57BL
parameter_id,IMPC_ABR_012_001
gene_accession_id,MGI:1920344
mouse_life_stage,Early adult
analysis_id,4w37268ab4283u3
