gene_symbol,Mms22l
pvalue,0.9358196
parameter_name,Effector NK cells - % of CD45+
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,MGP_IMM_099_001
gene_accession_id,MGI:2684980
analysis_id,5m7j67375z8z329
