parameter_id,HMGULA_CBC_015_001
parameter_name,Total cholesterol
pvalue,0.9178676
mouse_life_stage,Early adult
analysis_id,4pw4g20r1a792tl
mouse_strain,C57BL
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
