parameter_id,IMPC_XRY_001_001
analysis_id,02alf5b09evicvs
parameter_name,Skull shape
pvalue,0.59234
mouse_life_stage,Early adult
gene_symbol,Casq1
mouse_strain,C57BL
gene_accession_id,MGI:1309468
