gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
pvalue,0.1738451
mouse_strain,C57BL
analysis_id,0cuu765i21wm04o
mouse_life_stage,Late adult
parameter_name,Periphery average speed
parameter_id,JAX_OFD_013_001
