gene_symbol,Jun
pvalue,0.3813339
analysis_id,75mwop3512g0txg
parameter_name,Mean right eye lens density
mouse_life_stage,E9.5
gene_accession_id,MGI:96646
mouse_strain,C57BL
parameter_id,IMPC_EYE_059_001
