gene_symbol,Pex19
parameter_id,IMPC_CSD_016_001
gene_accession_id,MGI:1334458
pvalue,0.2247409
mouse_life_stage,E18.5
mouse_strain,C57BL
analysis_id,n1cn3dxqst5r2p6
parameter_name,Coat - hair texture / appearance - abdomen
