parameter_name,Periphery distance travelled
pvalue,0.6646952
mouse_life_stage,Early adult
gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
parameter_id,JAX_OFD_010_001
analysis_id,0718903806y5k65
