gene_symbol,Rigi
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,CD4+ KLRG1+ alpha beta T cell number
gene_accession_id,MGI:2442858
pvalue,0.07159168
parameter_id,MGP_PBI_032_001
analysis_id,4u45p5h30u37a9x
