gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
mouse_strain,C57BL
parameter_name,Eyelid morphology
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_004_001
analysis_id,8434999m5i84e62
pvalue,0.108747
