gene_symbol,Usp37
mouse_life_stage,Early adult
gene_accession_id,MGI:2442483
analysis_id,460ew68e53kna27
parameter_name,Breath rate during sleep mean
pvalue,0.06485873
parameter_id,JAX_SLW_013_001
mouse_strain,C57BL
