parameter_id,IMPC_ECG_003_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1922745
pvalue,0.2082706
analysis_id,2xs79335s2b933i
mouse_strain,C57BL
parameter_name,CV
gene_symbol,Morn5
