gene_accession_id,MGI:1914561
gene_symbol,Nanp
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,MGP_IMM_026_001
pvalue,0.3225921
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
analysis_id,mye4i5rh0j38h5d
