gene_symbol,Bcs1l
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_008_001
parameter_name,LVIDd
pvalue,0.2824793
gene_accession_id,MGI:1914071
mouse_strain,C57BL
analysis_id,9dh240y9r918y19
