gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
pvalue,0.7879513
analysis_id,84y800qpr03rvp7
parameter_name,CD4+ KLRG1+ alpha beta T cell number
parameter_id,MGP_PBI_032_001
mouse_life_stage,Late adult
mouse_strain,C57BL
