gene_symbol,Bmi1
gene_accession_id,MGI:88174
mouse_strain,C57BL
pvalue,0.7625194
parameter_name,Hindlimbs - shape
parameter_id,JAXLA_CSD_021_001
analysis_id,0p09c64kg7244kf
mouse_life_stage,E15.5
