gene_symbol,Mms22l
parameter_name,CD11b-low cDC - % of cDC
pvalue,0.3210674
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2684980
analysis_id,exx1hs4gx13gw0d
parameter_id,MGP_IMM_067_001
