parameter_name,Distance travelled - total
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,u8ai18148y11xyb
gene_accession_id,MGI:109356
parameter_id,JAX_OFD_020_001
gene_symbol,Snap23
pvalue,0.6101608
