parameter_id,MGP_BMI_014_001
gene_symbol,Ola1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
pvalue,0.1413338
analysis_id,9ynqp22g0g68xza
gene_accession_id,MGI:1914309
