gene_symbol,Arpc2
mouse_strain,129SV
pvalue,0.2265831
gene_accession_id,MGI:1923959
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
mouse_life_stage,Early adult
analysis_id,ju2781479403b6d
