mouse_strain,129SV
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
pvalue,0.4334803
parameter_name,Contact righting
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_077_001
analysis_id,8drusot6692upd2
