parameter_id,MGP_BMI_006_001
pvalue,0.8236405
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2181659
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_symbol,Tox
analysis_id,5ob8117o3882g2r
