gene_symbol,Hspa5
parameter_name,KLRG1+ NK cells - % of NK cells
analysis_id,pf3qe4v1ye7g0qi
mouse_life_stage,E12.5
parameter_id,MGP_IMM_036_001
gene_accession_id,MGI:95835
pvalue,0.8110738
mouse_strain,C57BL
