gene_symbol,AU040320
pvalue,0.8043532
parameter_name,Creatinine
mouse_strain,C57BL
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
parameter_id,HMGULA_CBC_005_001
analysis_id,fb68316r0296q73
