gene_symbol,Slc30a4
mouse_strain,C57BL
pvalue,0.3571729
mouse_life_stage,Early adult
parameter_name,Weight
parameter_id,CCP_LFO_001_001
gene_accession_id,MGI:1345282
analysis_id,ezc5m2qo9ob5gnw
