gene_symbol,Mms22l
parameter_name,KLRG1+ NK cells - % of NK cells
gene_accession_id,MGI:2684980
analysis_id,5577ef22194f244
parameter_id,MGP_IMM_036_001
mouse_strain,129SV
pvalue,0.4714426
mouse_life_stage,Early adult
