parameter_id,JAXLA_DXA_009_001
pvalue,0.8894609
analysis_id,gqax3w5357l9f85
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Fgb
parameter_name,Fat/Body weight
