parameter_id,IMPC_GEL_011_001
mouse_strain,C57BL
gene_accession_id,MGI:2444113
pvalue,0.8679106
gene_symbol,Nemp2
parameter_name,Embryo turning
mouse_life_stage,Early adult
analysis_id,36g0w86nn03khbv
