parameter_id,IMPC_ECG_028_001
pvalue,0.2417793
gene_accession_id,MGI:88328
mouse_life_stage,Early adult
gene_symbol,Tnfsf8
analysis_id,hu4vbt17p0b1r6g
parameter_name,QT
mouse_strain,C57BL
