gene_symbol,Bpifa3
pvalue,0.3027786
parameter_name,CV
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,ip3m85n97w4557u
parameter_id,IMPC_ECG_003_001
