gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,JAXLA_GRS_011_001
pvalue,0.3515628
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,x02d9tpj28u6086
