parameter_name,HDL-cholesterol
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:97838
pvalue,0.6702266
gene_symbol,Eprs1
parameter_id,HMGULA_CBC_016_001
analysis_id,cqecu2mxaqn6x2h
