gene_symbol,Arpc2
mouse_strain,129SV
analysis_id,l55u08w731ia5p0
gene_accession_id,MGI:1923959
parameter_id,IMPC_XRY_033_001
parameter_name,Tibia length
pvalue,0.5220288
mouse_life_stage,Early adult
