mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_004_001
mouse_strain,C57BL
pvalue,0.8834414
gene_accession_id,MGI:2446186
analysis_id,37uhd4g4d7fyh6m
gene_symbol,Lpgat1
parameter_name,CD8+ alpha beta T cell percentage
