parameter_id,ESLIM_021_001_005
parameter_name,HDL-cholesterol
pvalue,0.3457018
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
analysis_id,8ji2me1w7n2830p
mouse_strain,C57BL
mouse_life_stage,E12.5
