gene_symbol,Hspa5
mouse_strain,C57BL
analysis_id,3mb2z51axq7xudg
parameter_id,IMPC_CBC_001_001
gene_accession_id,MGI:95835
pvalue,0.402342
parameter_name,Sodium
mouse_life_stage,E12.5
