mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.7023466
gene_symbol,Zmynd8
analysis_id,rt9v613z94o2779
parameter_name,Tail bud morphology
gene_accession_id,MGI:1918025
parameter_id,IMPC_GEL_033_001
