parameter_id,IMPC_HEM_029_001
pvalue,0.4422633
mouse_life_stage,Early adult
analysis_id,w9702w2p12h0p84
parameter_name,Neutrophil differential count
gene_symbol,Mms22l
mouse_strain,C57BL
gene_accession_id,MGI:2684980
