parameter_id,HMGULA_CBC_005_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Zyg11b
pvalue,0.9303796
analysis_id,x1148t366w81a0o
parameter_name,Creatinine
gene_accession_id,MGI:2685277
