parameter_id,IMPC_ABR_006_001
mouse_life_stage,Early adult
analysis_id,fbtb1ukouj44451
parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:1915678
mouse_strain,C57BL
gene_symbol,Steap3
pvalue,0.1091531
