parameter_name,Percent time in light
mouse_life_stage,Early adult
gene_accession_id,MGI:2651854
analysis_id,11l73b4b2c3u06o
gene_symbol,Atg4c
parameter_id,IMPC_LDT_008_001
mouse_strain,C57BL
pvalue,0.1355857
