gene_symbol,Cntfr
pvalue,0.8651454
analysis_id,941fmj3q2e2o60l
gene_accession_id,MGI:99605
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
parameter_id,IMPC_FEA_106_001
