gene_symbol,Ivd
parameter_id,JAX_LDT_005_001
pvalue,0.6126614
gene_accession_id,MGI:1929242
mouse_life_stage,Early adult
parameter_name,Time mobile dark side
analysis_id,9x588011lzzl7qv
mouse_strain,C57BL
