gene_symbol,Ddx27
analysis_id,79m01xd7sy7h244
mouse_strain,C57BL
pvalue,0.5008291
gene_accession_id,MGI:2385884
parameter_name,Liver weight
mouse_life_stage,Early adult
parameter_id,UCD_OWT_008_001
