parameter_id,IMPC_GRS_009_001
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,2l0a7mr4nx2694x
parameter_name,Forelimb and hindlimb grip strength measurement mean
pvalue,0.3107012
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
