mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
parameter_name,CD8+ alpha beta T cell percentage
parameter_id,MGP_PBI_004_001
pvalue,0.819122
analysis_id,6o4f85466615f20
gene_symbol,Slc30a4
mouse_strain,C57BL
