parameter_id,M-G-P_008_001_013
parameter_name,Startle Response
gene_symbol,Morn5
gene_accession_id,MGI:1922745
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3110386
analysis_id,580pv10p5l1k753
