gene_symbol,Fgb
analysis_id,69puy8s24b38763
pvalue,0.1398535
parameter_name,Prepulse inhibition - PP4
parameter_id,ESLIM_011_001_704
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_accession_id,MGI:99501
