gene_symbol,Cldn19
pvalue,0.9167609
parameter_name,Caudal processes
gene_accession_id,MGI:3033992
analysis_id,015n8j0qo7t80c1
parameter_id,IMPC_XRY_067_001
mouse_life_stage,Early adult
mouse_strain,C57BL
