parameter_id,MGP_PBI_027_001
mouse_strain,C57BL
gene_symbol,Morn5
mouse_life_stage,Early adult
pvalue,0.5513694
analysis_id,33c8s0jepgs2kr1
parameter_name,NK cell number
gene_accession_id,MGI:1922745
