gene_symbol,Eprs1
mouse_life_stage,E12.5
analysis_id,12q963dc1n26pc0
parameter_name,Distance travelled - total
pvalue,0.3879166
parameter_id,HRWLLA_OFD_020_001
gene_accession_id,MGI:97838
mouse_strain,C57BL
