parameter_id,IMPC_CBC_058_001
pvalue,0.7127605
mouse_strain,C57BL
gene_symbol,Steap3
analysis_id,mourdqhr665smo9
parameter_name,Cholesterol ratio
gene_accession_id,MGI:1915678
mouse_life_stage,Early adult
