gene_symbol,Zmynd8
mouse_life_stage,Early adult
analysis_id,2d2v18407234d0o
gene_accession_id,MGI:1918025
parameter_id,IMPC_IMM_064_001
parameter_name,B1B Cells
mouse_strain,129SV
pvalue,0.9022185
