gene_symbol,Sass6
parameter_id,IMPC_HEM_036_001
mouse_strain,C57BL
parameter_name,Eosinophil cell count
analysis_id,06p0wusmv08vvb9
gene_accession_id,MGI:1920026
pvalue,0.6130987
mouse_life_stage,E12.5
