parameter_id,IMPC_ACS_035_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1888742
parameter_name,% Pre-pulse inhibition - PPI3
analysis_id,8u709dlhb1o9mnx
mouse_strain,C57BL
pvalue,0.8373519
gene_symbol,Extl1
