parameter_name,Retina (combined)
analysis_id,18u10h59ovvj898
gene_symbol,Tiprl
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1915087
pvalue,0.319324
parameter_id,IMPC_EYE_092_002
