mouse_life_stage,E12.5
pvalue,0.6723227
gene_accession_id,MGI:1914071
mouse_strain,C57BL
analysis_id,54btx0jv6qy4852
gene_symbol,Bcs1l
parameter_id,JAXLA_CSD_007_001
parameter_name,Coat - color - abdomen
