gene_symbol,Wars2
pvalue,0.1700989
mouse_life_stage,Early adult
analysis_id,8341t7491tb6k9u
gene_accession_id,MGI:1917810
parameter_name,Eye
parameter_id,M-G-P_014_001_001
mouse_strain,C57BL
